"ID_LouwNida","Dominio_Principal","Exemplo_Grego","Glossario_EN","Glossario_PT_BR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52.4","Terminar, Completar","θάπτω","to bury","enterrar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52.5","Terminar, Completar","συγκομίζω","to bury","enterrar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52.6","Terminar, Completar","ἐνταφιάζω","to prepare for burial, preparation for burial","preparar para enterro, preparação para o enterro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52.7","Terminar, Completar","προστίθημι","to bury","enterrar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52.8","Terminar, Completar","συνθάπτω","to bury together with","enterrar junto com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52.9","Terminar, Completar","ταφή","burial place","local de sepultamento","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.1","Atividades Religiosas","θρησκεία","religion, piety","religião, piedade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.2","Atividades Religiosas","δεισιδαιμονία","religion","religião","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.3","Atividades Religiosas","δεισιδαίμων","religious","religioso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.4","Atividades Religiosas","δικαιοσύνη","religious observances, religious requirements","observâncias religiosas, requisitos religiosos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.5","Atividades Religiosas","εὐσέβεια","piety, godliness","piedade, religiosidade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.6","Atividades Religiosas","θεοσεβής","devout, pious, religious","devoto, piedoso, religioso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.7","Atividades Religiosas","εὐλάβεια","to reverence, reverent regard for, reverence","reverenciar, consideração reverente, reverência","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.8","Atividades Religiosas","εὐλαβής","reverent, pious","reverente, piedoso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.9","Atividades Religiosas","ἱερός","holy","santo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.1","Atividades Religiosas","ἀσέβεια","to live in an ungodly manner, godlessness","viver de maneira ímpia, impiedade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.11","Atividades Religiosas","ἀσεβής","ungodly","ímpio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.12","Atividades Religiosas","ἐθελοθρησκία","self-imposed religion, religion thought up by oneself","religião autoimposta, religião inventada por si mesmo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.13","Atividades Religiosas","λειτουργία","to perform religious duties, to carry out religious rites","cumprir deveres religiosos, realizar ritos religiosos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.14","Atividades Religiosas","λατρεύω","to perform religious rites, to worship, to venerate, worship","realizar ritos religiosos, adorar, venerar, culto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.15","Atividades Religiosas","ἐμβατεύω","[Glosses - en]","[Glossas - en]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.16","Atividades Religiosas","προσφορά","offering, sacrifice","oferta, sacrifício","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.17","Atividades Religiosas","ἀναφέρω","to offer, to offer up, to make an offering","oferecer, apresentar, fazer uma oferta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.18","Atividades Religiosas","ἀνάθημα","offering","oferta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.19","Atividades Religiosas","θύω","to sacrifice, to make a sacrifice","sacrificar, fazer um sacrifício","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.2","Atividades Religiosas","θυσία","sacrifice","sacrifício","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.21","Atividades Religiosas","ἱερόθυτος","what has been sacrificed, having been sacrificed to a deity","aquilo que foi sacrificado, tendo sido sacrificado a uma divindade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.22","Atividades Religiosas","κορβᾶν","gift to God, offering, corban","presente a Deus, oferta, corban","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.23","Atividades Religiosas","ἀπαρχή","first portion, first offering","primeira porção, primeira oferta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.24","Atividades Religiosas","ὁλοκαύτωμα","whole burnt offering","holocausto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.25","Atividades Religiosas","θυμιάω","to offer incense, to burn incense, incense offering","oferecer incenso, queimar incenso, oferta de incenso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.26","Atividades Religiosas","ἄρτος","bread offered to God, consecrated bread","pão oferecido a Deus, pão consagrado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.27","Atividades Religiosas","σπένδω","to pour a libation, to pour out an offering","derramar uma libação, derramar uma oferta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.28","Atividades Religiosas","καθαρίζω","to cleanse, to purify","purificar, limpar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53.29","Atividades Religiosas","καθαρός","clean, pure","limpo, puro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
